\w+	hello	fullmatch
\W	!	fullmatch
\W	a	fullmatch
\s	 	fullmatch
\s	a	fullmatch
\S	a	fullmatch
\S	 	fullmatch
\d+\s\w+	42 abc	fullmatch
\bcat\b	cat	search
\bcat\b	cats	search
\bcat\b	the cat now	search
\bcat\b	concatenate	search
\Bcat\B	concatenate	search
\Aa	abc	search
\Aa	xabc	search
a\Z	ba	search
a\Z	ab	search
\Aa\Z	a	fullmatch
\Aa\Z	ab	fullmatch
(?:ab)+	abab	fullmatch
(?:ab)+	ab	fullmatch
(?:a|b)+	abba	fullmatch
x(?:a|b)y	xay	fullmatch
x(?:a|b)y	xcy	fullmatch
(?P<x>a)	a	fullmatch
(?P<x>a)	b	fullmatch
(?P<x>a)(?P<y>b)	ab	fullmatch
(?i)hello	HELLO	fullmatch
(?i)hello	Hello	fullmatch
(?i)hello	world	fullmatch
(?i)[a-z]+	ABC	fullmatch
(?s)a.b	axb	fullmatch
(?m)^a	a	search
(a)\1	aa	fullmatch
(a)\1	ab	fullmatch
(a|b)\1	aa	fullmatch
(a|b)\1	bb	fullmatch
(a|b)\1	ab	fullmatch
(.)\1	aa	fullmatch
(.)\1	ab	fullmatch
